DOI,Sample_ID,Subsample_ID,Macro or Micro,River Name,CITY,STATE,Latitude,Longitude,"Source (soil, water, etc.)",Watershed Name,Land Use Type,Nearest Steamgage,Streamgage Site,Season of Collection,Year of Collection,Date of collection,Time of collection,Concentration,Concentration_Units,Amount of Sample Collected,Number of Particles Found,Material,Color,Reported Size,Evaluated Size Range (smallest filter size),Evaluated Size Range Units,Morphology,Comment,Standardized Data in ppm3,Spatial File Name,PRECIP,BSLDEM30M,DRNAREA,LC01DEV/LC11DEV,50-percent AEP flood
doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 29.4,N/A,Microplastics,Genesee River,"Ford Street at Rochester, NY",NY,43.142263,-77.614935,Great Lake Tributary,,,5874,2142900,Summer,2016,May - Sept 2016,N/A,2,particles per cubic meter,,,N/A,N/A,N/A,0.355,mm,"fiber, foams, films, fragments, pellets",,2,doi.org/10.1021/acs.est.9b03850 | 29.1.kml,33.9,7.61,2470,6.58,37800
doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 3.1,N/A,Microplastics,Fox River at Oil Tank Depot,"Green Bay, WI",WI,44.362737,-88.14108,Great Lake Tributary,,,5221,2133624,Summer,2016,May - Sept 2016,N/A,3.7,particles per cubic meter,,,N/A,N/A,N/A,0.355,mm,"fiber, foams, films, fragments, pellets",,3.7,doi.org/10.1021/acs.est.9b03850 | 3.1.kml,32.083,,6150,,19100
doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 3.2,N/A,Microplastics,Fox River at Oil Tank Depot,"Green Bay, WI",WI,44.362737,-88.14108,Great Lake Tributary,,,5221,2133624,Summer,2016,May - Sept 2016,N/A,3.7,particles per cubic meter,,,N/A,N/A,N/A,0.355,mm,"fiber, foams, films, fragments, pellets",,3.7,doi.org/10.1021/acs.est.9b03850 | 3.1.kml,32.083,,6150,,19100
doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 3.3,N/A,Microplastics,Fox River at Oil Tank Depot,"Green Bay, WI",WI,44.362737,-88.14108,Great Lake Tributary,,,5221,2133624,Summer,2016,May - Sept 2016,N/A,3.7,particles per cubic meter,,,N/A,N/A,N/A,0.355,mm,"fiber, foams, films, fragments, pellets",,3.7,doi.org/10.1021/acs.est.9b03850 | 3.1.kml,32.083,,6150,,19100
doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 3.4,N/A,Microplastics,Fox River at Oil Tank Depot,"Green Bay, WI",WI,44.362737,-88.14108,Great Lake Tributary,,,5221,2133624,Summer,2016,May - Sept 2016,N/A,3.7,particles per cubic meter,,,N/A,N/A,N/A,0.355,mm,"fiber, foams, films, fragments, pellets",,3.7,doi.org/10.1021/acs.est.9b03850 | 3.1.kml,32.083,,6150,,19100
doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 4.1,N/A,Microplastics,Manitowoc River,"Manitowoc, WI",WI,44.092801,-87.651044,Great Lake Tributary,,,5077,7277700,Summer,2016,May - Sept 2016,N/A,0.7,particles per cubic meter,,,N/A,N/A,N/A,0.355,mm,"fiber, foams, films, fragments, pellets",,0.7,doi.org/10.1021/acs.est.9b03850 | 4.1.kml,30.524,,526,,3020
doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 4.2,N/A,Microplastics,Manitowoc River,"Manitowoc, WI",WI,44.092801,-87.651044,Great Lake Tributary,,,5077,7277700,Summer,2016,May - Sept 2016,N/A,0.7,particles per cubic meter,,,N/A,N/A,N/A,0.355,mm,"fiber, foams, films, fragments, pellets",,0.7,doi.org/10.1021/acs.est.9b03850 | 4.1.kml,30.524,,526,,3020
doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 4.3,N/A,Microplastics,Manitowoc River,"Manitowoc, WI",WI,44.092801,-87.651044,Great Lake Tributary,,,5077,7277700,Summer,2016,May - Sept 2016,N/A,0.7,particles per cubic meter,,,N/A,N/A,N/A,0.355,mm,"fiber, foams, films, fragments, pellets",,0.7,doi.org/10.1021/acs.est.9b03850 | 4.1.kml,30.524,,526,,3020
doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 4.4,N/A,Microplastics,Manitowoc River,"Manitowoc, WI",WI,44.092801,-87.651044,Great Lake Tributary,,,5077,7277700,Summer,2016,May - Sept 2016,N/A,0.7,particles per cubic meter,,,N/A,N/A,N/A,0.355,mm,"fiber, foams, films, fragments, pellets",,0.7,doi.org/10.1021/acs.est.9b03850 | 4.1.kml,30.524,,526,,3020
doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 5.1,N/A,Microplastics,Sheboygan River,"Sheboygan, WI",WI,43.74876,-87.707729,Great Lake Tributary,,,5063,7300580,Summer,2016,May - Sept 2016,N/A,0.6,particles per cubic meter,,,N/A,N/A,N/A,0.355,mm,"fiber, foams, films, fragments, pellets",,0.6,doi.org/10.1021/acs.est.9b03850 | 5.1.kml,33.554,,436,,2410
doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 5.2,N/A,Microplastics,Sheboygan River,"Sheboygan, WI",WI,43.74876,-87.707729,Great Lake Tributary,,,5063,7300580,Summer,2016,May - Sept 2016,N/A,0.6,particles per cubic meter,,,N/A,N/A,N/A,0.355,mm,"fiber, foams, films, fragments, pellets",,0.6,doi.org/10.1021/acs.est.9b03850 | 5.1.kml,33.554,,436,,2410
doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 5.3,N/A,Microplastics,Sheboygan River,"Sheboygan, WI",WI,43.74876,-87.707729,Great Lake Tributary,,,5063,7300580,Summer,2016,May - Sept 2016,N/A,0.6,particles per cubic meter,,,N/A,N/A,N/A,0.355,mm,"fiber, foams, films, fragments, pellets",,0.6,doi.org/10.1021/acs.est.9b03850 | 5.1.kml,33.554,,436,,2410
doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 5.4,N/A,Microplastics,Sheboygan River,"Sheboygan, WI",WI,43.74876,-87.707729,Great Lake Tributary,,,5063,7300580,Summer,2016,May - Sept 2016,N/A,0.6,particles per cubic meter,,,N/A,N/A,N/A,0.355,mm,"fiber, foams, films, fragments, pellets",,0.6,doi.org/10.1021/acs.est.9b03850 | 5.1.kml,33.554,,436,,2410
doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 6.1,N/A,Microplastics,Milwaukee River at Mouth,"Milwaukee, WI",WI,42.99723,-87.935293,Great Lake Tributary,,,5267,9502900,Summer,2016,May - Sept 2016,N/A,5.5,particles per cubic meter,,,N/A,N/A,N/A,0.355,mm,"fiber, foams, films, fragments, pellets",,5.5,doi.org/10.1021/acs.est.9b03850 | 6.1.kml,34.464,,18.3,,394
doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 6.2,N/A,Microplastics,Milwaukee River at Mouth,"Milwaukee, WI",WI,42.99723,-87.935293,Great Lake Tributary,,,5267,9502900,Summer,2016,May - Sept 2016,N/A,5.5,particles per cubic meter,,,N/A,N/A,N/A,0.355,mm,"fiber, foams, films, fragments, pellets",,5.5,doi.org/10.1021/acs.est.9b03850 | 6.1.kml,34.464,,18.3,,394
doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 6.3,N/A,Microplastics,Milwaukee River at Mouth,"Milwaukee, WI",WI,42.99723,-87.935293,Great Lake Tributary,,,5267,9502900,Summer,2016,May - Sept 2016,N/A,5.5,particles per cubic meter,,,N/A,N/A,N/A,0.355,mm,"fiber, foams, films, fragments, pellets",,5.5,doi.org/10.1021/acs.est.9b03850 | 6.1.kml,34.464,,18.3,,394
doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 6.4,N/A,Microplastics,Milwaukee River at Mouth,"Milwaukee, WI",WI,42.99723,-87.935293,Great Lake Tributary,,,5267,9502900,Summer,2016,May - Sept 2016,N/A,5.5,particles per cubic meter,,,N/A,N/A,N/A,0.355,mm,"fiber, foams, films, fragments, pellets",,5.5,doi.org/10.1021/acs.est.9b03850 | 6.1.kml,34.464,,18.3,,394
doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 7.1,N/A,Microplastics,Indiana Harbor Canal,"E. Chicago, IN",IN,41.661682,-87.449806,Great Lake Tributary,,,5244,8352500,Summer,2016,May - Sept 2016,N/A,7.1,particles per cubic meter,,,N/A,N/A,N/A,0.355,mm,"fiber, foams, films, fragments, pellets",,7.1,doi.org/10.1021/acs.est.9b03850 | 7.1.kml,,1.35,35.051,84.7,
doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 7.2,N/A,Microplastics,Indiana Harbor Canal,"E. Chicago, IN",IN,41.661682,-87.449806,Great Lake Tributary,,,5244,8352500,Summer,2016,May - Sept 2016,N/A,7.1,particles per cubic meter,,,N/A,N/A,N/A,0.355,mm,"fiber, foams, films, fragments, pellets",,7.1,doi.org/10.1021/acs.est.9b03850 | 7.1.kml,,1.35,35.051,84.7,
doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 7.3,N/A,Microplastics,Indiana Harbor Canal,"E. Chicago, IN",IN,41.661682,-87.449806,Great Lake Tributary,,,5244,8352500,Summer,2016,May - Sept 2016,N/A,7.1,particles per cubic meter,,,N/A,N/A,N/A,0.355,mm,"fiber, foams, films, fragments, pellets",,7.1,doi.org/10.1021/acs.est.9b03850 | 7.1.kml,,1.35,35.051,84.7,
doi.org/10.1021/acs.est.6b02917,doi.org/10.1021/acs.est.9b03850 | 7.4,N/A,Microplastics,Indiana Harbor Canal,"E. Chicago, IN",IN,41.661682,-87.449806,Great Lake Tributary,,,5244,8352500,Summer,2016,May - Sept 2016,N/A,7.1,particles per cubic meter,,,N/A,N/A,N/A,0.355,mm,"fiber, foams, films, fragments, pellets",,7.1,doi.org/10.1021/acs.est.9b03850 | 7.1.kml,,1.35,35.051,84.7,
doi.org/10.1021/acs.est.9b03850,doi.org/10.1021/acs.est.9b03851 | 1.2 ,N/A,Microplastics,St. Louis River,"Scanlon, MN",,46.709662, -92.421299,Great Lake Tributary,,,4967,7298200,,,,,0.8,particles per cubic meter,,,N/A,N/A,N/A,0.335,mm,"fiber, foams, films, fragments, pellets",,0.8,doi.org/10.1021/acs.est.9b03851 | 1.2 .kml,,8.89,0.04,0.39,4.22
doi.org/10.1021/acs.est.9b03850,doi.org/10.1021/acs.est.9b03852 | 1.3 ,N/A,Microplastics,St. Louis River,"Scanlon, MN",,46.709663, -92.421300,Great Lake Tributary,,,4967,7298200,,,,,0.8,particles per cubic meter,,,N/A,N/A,N/A,0.335,mm,"fiber, foams, films, fragments, pellets",,0.8,doi.org/10.1021/acs.est.9b03852 | 1.3 .kml,,8.93,0.04,0.4,4.31
doi.org/10.1021/acs.est.9b03850,doi.org/10.1021/acs.est.9b03853 | 1.4,N/A,Microplastics,St. Louis River,"Scanlon, MN",,46.709664, -92.421301,Great Lake Tributary,,,4967,7298200,,,,,0.8,particles per cubic meter,,,N/A,N/A,N/A,0.335,mm,"fiber, foams, films, fragments, pellets",,0.8,doi.org/10.1021/acs.est.9b03853|1.4.kml,,2.28,3429.74,0.0288,19400
doi.org/10.1021/es5036317,doi.org/10.1021/es5036317|1.2,N/A,Microplastics,"Patapsco River, MD","Patapsco River, MD",,39.231148, -76.659926,estuarine surface water,,,1819,7386200,,,08/02/2011,,130867; 77.2,pieces/km²; g/km²,,,N/A,N/A,N/A,0.3,mm,"fibers, fragments, pellets, sheets",,,doi.org/10.1021/es5036317|1.2.kml,44.5,0.0792,359,28,8850
doi.org/10.1021/es5036317,doi.org/10.1021/es5036317|1.3,N/A,Microplastics,"Patapsco River, MD","Patapsco River, MD",,39.231148, -76.659926,estuarine surface water,,,1819,7386200,,,09/19/2011,,297927; 238.1,pieces/km²; g/km²,,,N/A,N/A,N/A,0.3,mm,"fibers, fragments, pellets, sheets, extruded polystyrene",,,doi.org/10.1021/es5036317|1.2.kml,44.5,0.0792,359,28,8850
doi.org/10.1021/es5036317,doi.org/10.1021/es5036317|1.4,N/A,Microplastics,"Patapsco River, MD","Patapsco River, MD",,39.231148, -76.659926,estuarine surface water,,,1819,7386200,,,10/12/2011,,59782; 10.6,pieces/km²; g/km²,,,N/A,N/A,N/A,0.3,mm,"fragments, sheets, extruded polystyrene",,,doi.org/10.1021/es5036317|1.2.kml,44.5,0.0792,359,28,8850
doi.org/10.1021/es5036317,doi.org/10.1021/es5036317|1.5,N/A,Microplastics,"Patapsco River, MD","Patapsco River, MD",,39.231148, -76.659926,estuarine surface water,,,1819,7386200,,,11/30/2011,,132918; 81.2,pieces/km²; g/km²,,,N/A,N/A,N/A,0.3,mm,"fragments, pellets, sheets, extruded polystyrene",,,doi.org/10.1021/es5036317|1.2.kml,44.5,0.0792,359,28,8850
doi.org/10.1021/es5036317,doi.org/10.1021/es5036317|1,N/A,Microplastics,"Patapsco River, MD","Patapsco River, MD",,39.231148, -76.659926,estuarine surface water,,,1819,7386200,,,07/07/2011,,103.3,g/km²,,,N/A,N/A,N/A,0.3,mm,N/A,,,doi.org/10.1021/es5036317|1.kml,44.5,0.0792,359,28,8850
doi.org/10.1021/es5036317,doi.org/10.1021/es5036317|2.1,N/A,Microplastics,"Magothy River, MD","Magothy River, MD",,39.085066,-76.493691,estuarine surface water,,,1814,2315550,,,07/07/2011,,28.9,g/km²,,,N/A,N/A,N/A,0.3,mm,N/A,,,doi.org/10.1021/es5036317|2.1.kml,44.5,0.0586,0.14,8.91,6.51
doi.org/10.1021/es5036317,doi.org/10.1021/es5036317|2.2,N/A,Microplastics,"Magothy River, MD","Magothy River, MD",,39.085066,-76.493691,estuarine surface water,,,1814,2315550,,,08/02/2011,,99129; 18.2,pieces/km²; g/km²,,,N/A,N/A,N/A,0.3,mm,"fibers, fragments, sheets",,,doi.org/10.1021/es5036317|2.1.kml,44.5,0.0586,0.14,8.91,6.51
doi.org/10.1021/es5036317,doi.org/10.1021/es5036317|2.3,N/A,Microplastics,"Magothy River, MD","Magothy River, MD",,39.085066,-76.493691,estuarine surface water,,,1814,2315550,,,09/20/2011,,259803; 245.7,pieces/km²; g/km²,,,N/A,N/A,N/A,0.3,mm,"fibers, fragments, pellets, sheets, extruded polystyrene",,,doi.org/10.1021/es5036317|2.1.kml,44.5,0.0586,0.14,8.91,6.51
doi.org/10.1021/es5036317,doi.org/10.1021/es5036317|2.4,N/A,Microplastics,"Magothy River, MD","Magothy River, MD",,39.085066,-76.493691,estuarine surface water,,,1814,2315550,,,10/12/2011,,55416; 27.3,pieces/km²; g/km²,,,N/A,N/A,N/A,0.3,mm,"fragments, sheets",,,doi.org/10.1021/es5036317|2.1.kml,44.5,0.0586,0.14,8.91,6.51
doi.org/10.1021/es5036317,doi.org/10.1021/es5036317|2.5,N/A,Microplastics,"Magothy River, MD","Magothy River, MD",,39.085066,-76.493691,estuarine surface water,,,1814,2315550,,,11/30/2011,,36013; 5.2,pieces/km²; g/km²,,,N/A,N/A,N/A,0.3,mm,"fragments, sheets",,,doi.org/10.1021/es5036317|2.1.kml,44.5,0.0586,0.14,8.91,6.51
doi.org/10.1021/es5036317,doi.org/10.1021/es5036317|3.1,N/A,Microplastics,"Rhode River, MD","Rhode River, MD",,38.877072,-76.523875,estuarine surface water,,,1876,2366859,,,07/06/2011,,5.8,g/km²,,,N/A,N/A,N/A,0.3,mm,N/A,,,doi.org/10.1021/es5036317|3.1.kml,44.4,0.0261,0.0433,6.33,
doi.org/10.1021/es5036317,doi.org/10.1021/es5036317|3.2,N/A,Microplastics,"Rhode River, MD","Rhode River, MD",,38.877072,-76.523875,estuarine surface water,,,1876,2366859,,,08/03/2011,,37415; 3.4,pieces/km²; g/km²,,,N/A,N/A,N/A,0.3,mm,"fragments, sheets",,,doi.org/10.1021/es5036317|3.1.kml,44.4,0.0261,0.0433,6.33,
doi.org/10.1021/es5036317,doi.org/10.1021/es5036317|3.3,N/A,Microplastics,"Rhode River, MD","Rhode River, MD",,38.877072,-76.523875,estuarine surface water,,,1876,2366859,,,09/20/2011,,131978; 56.1,pieces/km²; g/km²,,,N/A,N/A,N/A,0.3,mm,"fragments, sheets",,,doi.org/10.1021/es5036317|3.1.kml,44.4,0.0261,0.0433,6.33,
doi.org/10.1021/es5036317,doi.org/10.1021/es5036317|3.4,N/A,Microplastics,"Rhode River, MD","Rhode River, MD",,38.877072,-76.523875,estuarine surface water,,,1876,2366859,,,10/13/2011,,81910; 9.5,pieces/km²; g/km²,,,N/A,N/A,N/A,0.3,mm,"fragments, sheets",,,doi.org/10.1021/es5036317|3.1.kml,44.4,0.0261,0.0433,6.33,
doi.org/10.1021/es5036317,doi.org/10.1021/es5036317|3.5,N/A,Microplastics,"Rhode River, MD","Rhode River, MD",,38.877072,-76.523875,estuarine surface water,,,1876,2366859,,,12/1/2011,,18574; 3.2,pieces/km²; g/km²,,,N/A,N/A,N/A,0.3,mm,fragments,,,doi.org/10.1021/es5036317|3.1.kml,44.4,0.0261,0.0433,6.33,
doi.org/10.1021/es5036317,doi.org/10.1021/es5036317|4.1,N/A,Microplastics,"Corsica River, MD","Corsica River, MD",,39.077672,-76.097350,estuarine surface water,,,1803,2359500,,,07/06/2011,,17,g/km²,,,N/A,N/A,N/A,0.3,mm,N/A,,,doi.org/10.1021/es5036317|4.1.kml,44.2,0.0121,33,12.2,
doi.org/10.1021/es5036317,doi.org/10.1021/es5036317|4.2,N/A,Microplastics,"Corsica River, MD","Corsica River, MD",,39.077672,-76.097350,estuarine surface water,,,1803,2359500,,,08/03/2011,,92617; 19.2,pieces/km²; g/km²,,,N/A,N/A,N/A,0.3,mm,"fibers, fragments, sheets, polystyrene",,,doi.org/10.1021/es5036317|4.1.kml,44.2,0.0121,33,12.2,
doi.org/10.1021/es5036317,doi.org/10.1021/es5036317|4.3,N/A,Microplastics,"Corsica River, MD","Corsica River, MD",,39.077672,-76.097350,estuarine surface water,,,1803,2359500,,,09/20/2011,,54539; 11.5,pieces/km²; g/km²,,,N/A,N/A,N/A,0.3,mm,"sheets, polysterene",,,doi.org/10.1021/es5036317|4.1.kml,44.2,0.0121,33,12.2,
doi.org/10.1021/es5036317,doi.org/10.1021/es5036317|4.4,N/A,Microplastics,"Corsica River, MD","Corsica River, MD",,39.077672,-76.097350,estuarine surface water,,,1803,2359500,,,10/13/2011,,10717; 2.7,pieces/km²; g/km²,,,N/A,N/A,N/A,0.3,mm,sheets,,,doi.org/10.1021/es5036317|4.1.kml,44.2,0.0121,33,12.2,
doi.org/10.1021/es5036317,doi.org/10.1021/es5036317|4.5,N/A,Microplastics,"Corsica River, MD","Corsica River, MD",,39.077672,-76.097350,estuarine surface water,,,1803,2359500,,,12/1/2011,,5534; 4.0,pieces/km²; g/km²,,,N/A,N/A,N/A,0.3,mm,N/A,,,doi.org/10.1021/es5036317|4.1.kml,44.2,0.0121,33,12.2,
doi.org/10.5894/rgci194,doi.org/10.5894/rgci194 | 1.1,N/A,Macroplastics,Coyote Creek,"Coyote Creek, CA",CA,33.795317,-118.08774,"At the Middle, Edge, Surface, and Bottom of the River Channel (Wet Period)",,,22408,12072500,,,11/22/2004,,74,particles per cubic meter,,,N/A,N/A,1.0 - 4.75 mm,1,mm,"Whole Items, Fragments Foam, Pellets, Line, Film",,,doi.org/10.5894/rgci194 | 1.1.kml,,,,,
doi.org/10.5894/rgci194,doi.org/10.5894/rgci194 | 1.2,N/A,Macroplastics,Coyote Creek,"Coyote Creek, CA",CA,33.795317,-118.08774,"At the Middle, Edge, Surface, and Bottom of the River Channel (Wet Period)",,,22408,12072500,,,11/22/2004,,10,particles per cubic meter,,,N/A,N/A,> 4.75 mm,1,mm,"Whole Items, Fragments Foam, Pellets, Line, Film",,,doi.org/10.5894/rgci194 | 1.1.kml,,,,,
doi.org/10.5894/rgci194,doi.org/10.5894/rgci194 | 1.3,N/A,Macroplastics,Coyote Creek,"Coyote Creek, CA",CA,33.795317,-118.08774,"At the Middle, Edge, Surface, and Bottom of the River Channel (Wet Period)",,,22408,12072500,,,12/28/2004,,18,particles per cubic meter,,,N/A,N/A,1.0 - 4.75 mm,1,mm,"Whole Items, Fragments Foam, Pellets, Line, Film",,,doi.org/10.5894/rgci194 | 1.1.kml,,,,,
doi.org/10.5894/rgci194,doi.org/10.5894/rgci194 | 1.4,N/A,Macroplastics,Coyote Creek,"Coyote Creek, CA",CA,33.795317,-118.08774,"At the Middle, Edge, Surface, and Bottom of the River Channel (Wet Period)",,,22408,12072500,,,12/28/2004,,2,particles per cubic meter,,,N/A,N/A,> 4.75 mm,1,mm,"Whole Items, Fragments Foam, Pellets, Line, Film",,,doi.org/10.5894/rgci194 | 1.1.kml,,,,,
doi.org/10.5894/rgci194,doi.org/10.5894/rgci194 | 1.5,N/A,Macroplastics,Coyote Creek,"Coyote Creek, CA",CA,33.795317,-118.08774,"At the Middle, Edge, Surface, and Bottom of the River Channel (Dry Period)",,,22408,12072500,,,04/11/2005,,7,particles per cubic meter,,,N/A,N/A,1.0 - 4.75 mm,1,mm,"Whole Items, Fragments Foam, Pellets, Film",,,doi.org/10.5894/rgci194 | 1.1.kml,,,,,
doi.org/10.5894/rgci194,doi.org/10.5894/rgci194 | 1.6,N/A,Macroplastics,Coyote Creek,"Coyote Creek, CA",CA,33.795317,-118.08774,"At the Middle, Edge, Surface, and Bottom of the River Channel (Dry Period)",,,22408,12072500,,,04/11/2005,,0,particles per cubic meter,,,N/A,N/A,> 4.75 mm,1,mm,"Whole Items, Fragments Foam, Pellets, Film",,,doi.org/10.5894/rgci194 | 1.1.kml,,,,,
doi.org/10.5894/rgci194,doi.org/10.5894/rgci194 | 2.1,N/A,Macroplastics,San Gabriel River,"San Gabriel River, CA",CA,33.804153,-118.090471,"At the Middle, Edge, Surface, and Bottom of the River Channel (Wet Period)",,,22408,12072500,,,11/22/2004,,337,particles per cubic meter,,,N/A,N/A,1.0 - 4.75 mm,1,mm,"Whole Items, Fragments, Foam, Line, Film",,,doi.org/10.5894/rgci194 | 2.1.kml,,,,,
doi.org/10.5894/rgci194,doi.org/10.5894/rgci194 | 2.2,N/A,Macroplastics,San Gabriel River,"San Gabriel River, CA",CA,33.804153,-118.090471,"At the Middle, Edge, Surface, and Bottom of the River Channel (Wet Period)",,,22408,12072500,,,11/22/2004,,115,particles per cubic meter,,,N/A,N/A,> 4.75 mm,1,mm,"Whole Items, Fragments, Foam, Line, Film",,,doi.org/10.5894/rgci194 | 2.1.kml,,,,,
doi.org/10.5894/rgci194,doi.org/10.5894/rgci194 | 2.3,N/A,Macroplastics,San Gabriel River,"San Gabriel River, CA",CA,33.804153,-118.090471,"At the Middle, Edge, Surface, and Bottom of the River Channel (Wet Period)",,,22408,12072500,,,12/28/2004,,30,particles per cubic meter,,,N/A,N/A,1.0 - 4.75 mm,1,mm,"Whole Items, Fragments, Foam, Pellets, Line, Film",,,doi.org/10.5894/rgci194 | 2.1.kml,,,,,
doi.org/10.5894/rgci194,doi.org/10.5894/rgci194 | 2.4,N/A,Macroplastics,San Gabriel River,"San Gabriel River, CA",CA,33.804153,-118.090471,"At the Middle, Edge, Surface, and Bottom of the River Channel (Wet Period)",,,22408,12072500,,,12/28/2004,,4,particles per cubic meter,,,N/A,N/A,> 4.75 mm,1,mm,"Whole Items, Fragments, Foam, Pellets, Line, Film",,,doi.org/10.5894/rgci194 | 2.1.kml,,,,,
doi.org/10.5894/rgci194,doi.org/10.5894/rgci194 | 2.5,N/A,Macroplastics,San Gabriel River,"San Gabriel River, CA",CA,33.804153,-118.090471,"At the Middle, Edge, Surface, and Bottom of the River Channel (Dry Period)",,,22408,12072500,,,04/11/2005,,0,particles per cubic meter,,,N/A,N/A,1.0 - 4.75 mm,1,mm,"Fragments, Foam",,,doi.org/10.5894/rgci194 | 2.1.kml,,,,,
doi.org/10.5894/rgci194,doi.org/10.5894/rgci194 | 2.6,N/A,Macroplastics,San Gabriel River,"San Gabriel River, CA",CA,33.804153,-118.090471,"At the Middle, Edge, Surface, and Bottom of the River Channel (Dry Period)",,,22408,12072500,,,04/11/2005,,0,particles per cubic meter,,,N/A,N/A,> 4.75 mm,1,mm,"Fragments, Foam",,,doi.org/10.5894/rgci194 | 2.1.kml,,,,,
doi.org/10.5894/rgci194,doi.org/10.5894/rgci194 | 3.1,N/A,Macroplastics,Los Angeles River,"Los Angeles River, CA",CA,33.840025,-118.203772,"At the Middle, Edge, Surface, and Bottom of the River Channel (Wet Period)",,,22377,6090600,,,11/22/2004,,12932,particles per cubic meter,,,N/A,N/A,1.0 - 4.75 mm,1,mm,"Fragments, Foam, Pellets, Line, Film",,,doi.org/10.5894/rgci194 | 3.1.kml,,,,,
doi.org/10.5894/rgci194,doi.org/10.5894/rgci194 | 3.2,N/A,Macroplastics,Los Angeles River,"Los Angeles River, CA",CA,33.840025,-118.203772,"At the Middle, Edge, Surface, and Bottom of the River Channel (Wet Period)",,,22377,6090600,,,11/22/2004,,819,particles per cubic meter,,,N/A,N/A,> 4.75 mm,1,mm,"Fragments, Foam, Pellets, Line, Film",,,doi.org/10.5894/rgci194 | 3.1.kml,,,,,
doi.org/10.5894/rgci194,doi.org/10.5894/rgci194 | 3.3,N/A,Macroplastics,Los Angeles River,"Los Angeles River, CA",CA,33.840025,-118.203772,"At the Middle, Edge, Surface, and Bottom of the River Channel (Wet Period)",,,22377,6090600,,,12/28/2004,,36,particles per cubic meter,,,N/A,N/A,1.0 - 4.75 mm,1,mm,"Whole Items, Fragments, Foam, Pellets, Line, Film",,,doi.org/10.5894/rgci194 | 3.1.kml,,,,,
doi.org/10.5894/rgci194,doi.org/10.5894/rgci194 | 3.4,N/A,Macroplastics,Los Angeles River,"Los Angeles River, CA",CA,33.840025,-118.203772,"At the Middle, Edge, Surface, and Bottom of the River Channel (Wet Period)",,,22377,6090600,,,12/28/2004,,4,particles per cubic meter,,,N/A,N/A,> 4.75 mm,1,mm,"Whole Items, Fragments, Foam, Pellets, Line, Film",,,doi.org/10.5894/rgci194 | 3.1.kml,,,,,
doi.org/10.5894/rgci194,doi.org/10.5894/rgci194 | 3.5,N/A,Macroplastics,Los Angeles River,"Los Angeles River, CA",CA,33.840025,-118.203772,"At the Middle, Edge, Surface, and Bottom of the River Channel (Dry Period)",,,22377,6090600,,,04/11/2005,,22,particles per cubic meter,,,N/A,N/A,1.0 - 4.75 mm,1,mm,"Fragments, Foam, Line, Film",,,doi.org/10.5894/rgci194 | 3.1.kml,,,,,
doi.org/10.5894/rgci194,doi.org/10.5894/rgci194 | 3.6,N/A,Macroplastics,Los Angeles River,"Los Angeles River, CA",CA,33.840025,-118.203772,"At the Middle, Edge, Surface, and Bottom of the River Channel (Dry Period)",,,22377,6090600,,,04/11/2005,,22,particles per cubic meter,,,N/A,N/A,> 4.75 mm,1,mm,"Fragments, Foam, Line, Film",,,doi.org/10.5894/rgci194 | 3.1.kml,,,,,
doi.org/10.1021/es503610r,downstream|doi.org/10.1021/es503610r,N/A,Microplastics,North Shore Channel (NSC),"Chicago, Illinois, USA",,42.022,-87.710,River water,,,9010,7146623,,,06/13/2013,,17.93,particles/m3,,,N/A,N/A,N/A,330,um,fragments 6.65 particle/m3; pellets 0.45 particle/m3; styrofoam 0.25 particle/m3; fibers 10.57 particle/m3,,17.93,downstream|doi.org/10.1021/es503610r.kml,,,15.04,,598
